station_a,station_b,num_trains
RNIS,GIO,16
GIO,SIKR,16
SIKR,JDD,12
SIKR,RDK,8
JDD,NWH,12
NWH,BWPL,12
BWPL,DOB,12
DOB,NUA,12
NUA,JJN,12
JJN,RSH,12
RSH,CRWA,11
RSH,SRGH,1
CRWA,SRGH,11
BALI,PDRA,4
HLX,SQF,10
SQF,BHZ,6
BHZ,CNE,6
CNE,DCA,6
DCA,BXK,6
BXK,DTC,6
DTC,JTG,6
JTG,MXR,4
JTG,MGE,2
MXR,DJA,8
MXR,MGE,2
DJA,WDA,8
WDA,MBG,8
MBG,KQI,8
KQI,MUPA,8
MUPA,DKE,8
DKE,LGT,8
LGT,HTL,8
HTL,MYD,8
BFJ,JMD,7
JMD,RM,7
RM,MWK,7
MWK,SHF,7
SHF,BRVR,7
BRVR,MHAD,7
MHAD,DHI,3
KNAD,MDHA,8
MDHA,PIT,3
KDI,RUR,18
RUR,VJK,18
VJK,CDA,18
CDA,LM,18
LM,WC,18
WC,JVN,18
JVN,SRGT,18
AJM,GNC,9
TORA,BILK,4
BILK,JCN,4
VLDR,JVL,4
JVL,HRM,4
HRM,GEG,4
GEG,UNA,4
UNA,DVA,2
SZN,SZP,5
SZN,DOT,8
SZN,NOH,2
DOT,NOH,8
NOH,VZPH,10
VZPH,ZNP,10
ZNP,CKSR,4
ZNP,MIW,6
CKSR,MIW,4
MIW,BSUR,10
BSUR,BFPA,3
BSUR,SNZ,7
BFPA,PUF,7
BFPA,SNZ,7
GKA,MRJD,6
MRJD,STF,6
STF,RXL,3
MCF,RIM,3
RDV,UBN,6
NXN,BGKA,2
SQQ,CBT,16
CBT,BDPG,16
BDPG,GJTA,16
GJTA,MZY,16
RXL,MSDH,6
DAVJ,KWJ,7
DAVJ,PJA,1
KWJ,KXH,8
KWJ,PJA,1
KXH,RCF,8
RCF,HSQ,7
RCF,SQR,1
HSQ,PJA,6
HSQ,DDY,1
PJA,DDY,6
DDY,SQR,7
SQR,LNK,8
LNK,GOD,10
LNK,SDZ,2
LNK,KGKD,1
GOD,JGW,10
JGW,MXH,10
MXH,BWF,10
BWF,MWX,10
MWX,TSS,10
TSS,MFM,10
BCB,JBO,6
JBO,VAA,6
VAA,KRKN,4
VAA,LYD,2
KRKN,LYD,4
LYD,TSAH,6
TSAH,MLQ,6
MLQ,MHQ,6
MHQ,KHRI,4
MHQ,TLE,7
KHRI,KNF,3
KNF,KARO,1
VKG,TUWA,4
TUWA,TBA,4
TBA,SVL,4
SVL,AGCI,4
AGCI,TAS,4
TAS,DK,4
DK,UMH,4
UMH,OD,4
OD,BAJ,4
BAJ,SNA,4
JA,DAS,4
DAS,DME,6
DME,PCT,6
PCT,HTGR,6
HTGR,LMO,6
LMO,JIR,6
JIR,SVKD,6
SVKD,BDHA,6
BDHA,GKD,6
GKD,VJD,6
VJD,VVV,6
THE,HTW,5
BPO,KCV,2
KCV,BTQ,4
BTQ,JOL,4
JOL,JRG,4
JRG,TKH,4
KORI,KUND,8
KUND,KTWS,8
KTWS,AEL,8
AEL,MBV,8
MBV,NNL,8
NNL,APJ,8
APJ,NIP,8
NIP,DBLA,6
NIP,JLLO,2
DBLA,JLLO,6
JLLO,MADA,8
MADA,NMK,8
NMK,BAGA,8
BAGA,KAWT,8
KAWT,KHRA,8
KHRA,SMPR,8
KMNP,BDHL,8
BDHL,PCMK,8
PCMK,RNW,8
RNW,MNHA,8
MNHA,BILA,8
BILA,SFE,8
SFE,KNDL,8
KNDL,PKBS,8
AWG,ETAH,2
AWG,KWW,4
KWW,JSC,4
JSC,SWW,4
SBL,PPCK,3
SBL,SYF,1
PPCK,SYF,4
SYF,KQS,6
KQS,BHAT,6
BHAT,SKU,6
SKU,JPO,6
JPO,THR,6
THR,SMV,6
SMV,ABE,6
ABE,BMZ,6
BMZ,MIAL,6
MIAL,MTJL,6
MTJL,GOPA,6
GOPA,GWO,6
DBRG,DMGN,3
CTA,BNHL,4
RXW,SRDR,3
HZR,GLH,12
GLH,CHWT,12
CHWT,BARL,12
BARL,BSC,11
BSC,MOM,9
MOM,KJY,9
KADI,BHAN,4
DNPR,RTJ,4
RTJ,DHLI,4
DHLI,BHRJ,4
BHRJ,KVH,4
KVH,CSMA,4
BGQ,MNQ,2
BGQ,MOTA,1
BGQ,MPUE,4
BGQ,TKRU,3
MNQ,MPUE,4
MNQ,TNUE,4
JSA,BBC,4
BBC,RMX,4
RMX,GGY,4
GGY,GDD,4
GDD,JSD,4
JSD,MBF,2
TLE,SBW,7
KURJ,RJAK,3
RJAK,SPDM,1
KDBM,VAE,2
VAE,KADR,4
KADR,IDAR,4
IDAR,JADR,4
JADR,MHDP,4
JUJA,CHAR,12
JUJA,HATB,10
NGWN,BSPN,6
BSPN,FGSB,6
SKHK,AUI,4
AUI,SKEN,4
AUI,BAKT,2
SKEN,BAKT,4
BAKT,RBN,6
RBN,BHGJ,3
RSMN,PNUG,3
CKMI,TNRI,2
SONH,KRON,2
IAM,NZP,3
BBHT,NERH,3
NERH,WW,2
NYM,OREH,3
SMQL,SLWR,11
SLWR,HIND,12
HIND,THBN,12
THBN,TBTN,28
TBTN,NNX,12
NNX,SNAP,12
SNAP,RPMN,12
RPMN,BNQL,12
BNQL,MNZ,12
SNMY,SNDT,4
SVC,ALS,11
ALS,HTW,11
HTW,PLWR,1
SDAM,TSF,11
TSF,PPE,11
PPE,MGPA,10
PPE,MMB,1
MGPA,MMB,10
MMB,BBPR,10
MMB,SYU,1
BBPR,SYU,10
SYU,BVN,10
SYU,SKLP,1
BVN,SCC,2
BVN,RAMR,9
BVN,SKLP,1
SCC,PSN,3
SCC,TKUR,1
PQD,SAJH,2
SAJH,KUQ,2
KUQ,MIYN,2
NMGY,KUTI,4
KUTI,BLPR,4
BLPR,RNGG,4
RNGG,BBGN,4
BBGN,BLMR,2
RAMR,PSN,9
PSN,TKUR,1
BNHL,BAHI,4
BAHI,CHKE,4
CHKE,THKU,4
THKU,BOMN,4
BOMN,MOMU,4
MOMU,RDG,4
RDG,SLM,4
SLM,OBM,4
NDT,BJN,4
BJN,KDL,4
KDL,KXA,4
KXA,LSG,4
LSG,CBG,4
CBG,KUTL,4
KUTL,DJKR,4
DJKR,DOHM,4
DOHM,KBK,4
KBK,GGO,4
GGO,FLD,4
FLD,MRWS,4
SN,RTG,1
RTG,TDH,1
TDH,MHN,1
SHTS,SRMP,1
SRMP,HZN,2
HZN,SPB,1
KSBP,SSPH,4
SSPH,MSDL,4
MSDL,BRDB,4
BRDB,BYSA,4
BYSA,DZK,4
DZK,DZKT,4
DZKT,BAAR,4
BAAR,HLZ,2
CHSM,MLYR,7
CHSM,SRVT,4
MLYR,TVS,7
TVS,ATU,7
ATU,ETP,3
ATU,PDKM,4
ETP,VGE,7
ETP,PDKM,4
VGE,APN,3
VGE,MPLI,4
APN,SLME,7
APN,MPLI,4
SLME,SXT,7
SXT,SAMT,7
MCRD,MTDM,2
MCRD,TOS,2
HLD,OND,1
OND,RRP,1
RRP,KIJ,1
KIJ,CHHU,1
DH,GURN,1
GURN,BSD,2
BSD,NTA,2
NTA,D,2
D,SNU,2
SNU,BHPA,2
BHPA,MGT,2
MGT,UTN,2
UTN,DMU,2
DMU,HT,2
HT,DKDP,2
DKDP,KYP,2
KYP,BRP,2
BRP,MAK,4
BRP,SSRD,2
MAK,SBGR,4
LKZ,COE,8
COE,AAR,8
AAR,PFL,8
PFL,SNLR,8
SNLR,VRX,8
VRX,RDHP,8
RDHP,BAH,8
BAH,DEOR,8
SINR,MLSR,1
DCU,VLV,4
VLV,MPT,4
MPT,PCL,4
PCL,PIL,4
PIL,KCI,4
KCI,VLD,4
VLD,MPL,4
MPL,KBA,4
KBA,TAT,4
TAT,BTM,4
BTM,MCU,4
MCU,TKU,4
TKU,NCU,4
NCU,KRY,4
KRY,KCM,4
KCM,MGB,4
MGB,RLX,4
RLX,CCI,4
KPRD,KRPA,6
MVW,SUP,1
SUP,SLPM,1
SLPM,TXD,1
TXD,CMDP,1
CMDP,BGHU,1
BGHU,KVLS,1
KVLS,SMLG,1
SMLG,ARK,1
ARK,GPJ,1
GPJ,DPC,1
DPC,PFU,1
PFU,BHJA,1
BHJA,MKRD,1
MKRD,PBV,1
PBV,SUKU,1
SUKU,KRPU,1
KRPU,MVF,4
MVF,JRT,4
JRT,MVG,4
MVG,CTS,4
CTS,JYP,4
JYP,DIR,4
DIR,KDPA,4
KDPA,CJS,4
CJS,KPRR,4
KPRR,AGB,4
AGB,AGZ,4
AGZ,NKX,4
NKX,JDB,3
JDB,TPQ,2
TPQ,BDXX,2
BDXX,DMK,2
DMK,SZY,2
SZY,KMSD,2
KMSD,KKLU,2
KKLU,KWGN,2
KWGN,DBF,2
DBF,GIZ,2
GIZ,DWZ,2
DWZ,KMLR,2
KMLR,BHNS,2
BHNS,BCHL,2
SDZ,MLKH,4
SDZ,KGKD,2
MLKH,MQS,4
MQS,GNZ,4
GNZ,NRO,4
NRO,NRM,2
NRO,SWG,2
NRM,SWG,2
NRM,GTQ,2
ALGP,HKD,2
HKD,MNCR,2
MNCR,LLBR,2
LLBR,KLCR,2
KLCR,MOAR,2
MOAR,JMRA,2
JMRA,BHRB,1
PUF,PTPR,3
GRD,JDPR,1
HATB,MANE,10
MANE,SBPY,9
BLRG,LOM,2
LOM,KRRA,2
PKC,KRKR,2
KRKR,MCZ,2
KNRN,TATI,2
TATI,PBB,2
SCT,TSI,4
TSI,KDNL,8
KDNL,PBKS,8
PBKS,SNKL,8
SNKL,RJPM,8
RJPM,SVPR,8
SVPR,SVKS,8
SVKS,TTL,8
SRVT,PRV,4
PRV,KKTI,4
KKTI,MKSP,4
DMGN,MRHT,5
DMGN,SRTN,1
MRHT,SRTN,5
PUY,RAHA,4
DRZ,KYS,2
KYS,BXA,4
BXA,LBO,4
LBO,SKSO,4
SKSO,GDZ,4
GDZ,RSA,4
RSA,MXA,4
CIA,KSA,2
KSA,ATT,1
ABW,BXT,1
ABW,NGTG,1
NGTG,FLM,1
FLM,DHH,1
DHH,VTG,1
VTG,DWT,1
DWT,COB,1
JMN,MZW,1
GBHA,CTHT,1
XSAD,BBE,1
SONW,BFX,1
DGNH,KSMB,1
GSDH,KRTR,1
MHLT,LCK,1
HHT,BGPA,4
ANC,SRVN,4
HAH,ARNH,4
ARNH,HPA,4
DOY,STE,4
STE,KLYH,4
SKND,BGPL,4
BGPL,TMKA,4
TMKA,TGRL,4
TGRL,SGDP,4
SGDP,CLDR,4
CLDR,HCNR,4
HCNR,NKW,4
NKW,STBJ,4
STBJ,BSTP,4
BSTP,NANR,4
NANR,KDJR,3
ARV,PRL,4
PRL,TNM,4
TNM,AND,4
AND,MMP,4
SSRD,KRXM,2
KRXM,DPDP,2
DPDP,SJPR,2
SJPR,GCN,2
GCN,HGA,2
HGA,DBT,2
DBT,BARU,2
BARU,JNM,2
JNM,MPRD,2
MPRD,MDBP,2
MDBP,LKPR,2
LKPR,URP,2
URP,KLW,2
KLW,NCPM,2
NCPM,NCP,2
NCP,KHGR,2
KHGR,KWDP,2
KWDP,UKLR,2
UKLR,NMKA,1
HNB,TKF,1
TKF,NMDR,1
NMDR,MPN,1
MPN,BSHT,1
BSHT,BBLA,1
BBLA,CQR,1
CQR,GGV,1
GGV,MPE,1
MPE,KMZA,1
KMZA,HRO,1
HRO,BSLA,1
BSLA,LBTL,1
LBTL,BGRD,1
BGRD,SXC,1
SXC,BHKA,1
BHKA,KBGH,1
SRDW,UGP,4
UGP,NBUE,4
NBUE,BBLK,4
BBLK,PKNA,4
PKNA,MOTA,4
MOTA,TKRU,3
TNUE,KOZ,4
KOZ,AON,1
KOZ,TKHA,3
AON,BUBT,4
AON,TKHA,3
BUB,MWR,10
MWR,RSWT,10
RSWT,QMRS,10
QMRS,FPS,10
FPS,LNH,10
LNH,RDK,10
BAA,GSGB,2
GNPR,PLSG,1
PLSG,BSDR,2
BSDR,LRI,2
LRI,KNGR,2
KNGR,HBF,2
HBF,SPRM,2
SPRM,PLH,2
PLH,PHM,2
PHM,GVA,2
GVA,TMB,2
TMB,PDSN,2
PDSN,TEK,2
APH,RMSR,2
GARA,RUSD,1
GARA,DUMR,1
BJMR,AHJU,4
AHJU,CTZ,4
CTZ,JDNX,2
GRZ,KIY,7
KIY,SJM,7
KIY,KLE,1
SJM,QTP,7
QTP,KLE,7
KLE,GXG,7
KLE,PHWR,1
GXG,TIK,7
TIK,PHWR,7
PHWR,PBJM,7
PHWR,TNDE,1
PBJM,PDS,7
PDS,TNDE,7
KESR,SRW,1
SRW,GJS,1
GJS,RSNR,1
LKF,TLG,1
TLG,NACC,1
NACC,MJT,1
MJT,BRJ,1
BRJ,SSP,1
SSP,AKRA,1
AKRA,NAI,1
BSPX,JRLI,1
JRLI,NYG,2
NYG,PRNR,2
PRNR,GADH,2
GADH,KDJR,2
BI,VBN,1
DAC,MVI,2
GTQ,BZG,2
BZG,PPB,2
GLE,PGP,2
SAZ,AMOD,1
CTL,LDU,4
LDU,KKV,4
KKV,KKK,4
KKK,VDV,4
VDV,VVD,4
VVD,JTP,4
BRLI,SRMT,2
BRLI,RNB,4
RNB,AGE,4
AGE,MHF,4
MHF,BARI,5
MHF,BED,2
BARI,SRTE,4
SRTE,GIS,4
GAJU,ASI,4
ASI,ATW,4
ATW,BEJ,4
BEJ,NM,4
NM,GHRI,4
GHRI,MSTH,4
MSTH,BRMX,4
BRMX,RAK,4
HSY,SHX,2
BED,BFG,2
BFG,TPO,1
DIU,MBO,1
DIU,DBZ,2
DBZ,BTDR,2
BTDR,BKS,2
BKS,DGX,2
DGX,JRX,2
JRX,TRBE,2
TRBE,RUP,2
RUP,HBN,2
KAW,PARH,2
UMG,NVL,4
NVL,VLU,4
VLU,KJPD,4
SVO,BLSD,2
HBE,FLU,2
FLU,BTKB,2
BTKB,STB,1
AMDI,DKU,1
RGLI,SPDM,1
KYA,XSAN,2
XSAN,RNTE,2
DBB,GUP,1
GUP,GKJ,2
GKJ,MTJR,2
MTJR,BSI,2
BSI,MONJ,1
BSI,TPK,1
MONJ,SPX,1
SPX,TPK,1
BHBR,PLWR,1
JO,LSD,2
