station_a,name_a,state_a,station_b,name_b,state_b,num_trains,distance_km
SMTA,SAMUKTALA ROAD,,NOQ,NEW ALIPURDAUR,,70,9.3
NOQ,NEW ALIPURDAUR,,NBS,NEW BANESWAR,,71,10.5
PLA,Palia,Madhya Pradesh,BLDK,Balauda Takun,Madhya Pradesh,22,7.0
BLDK,Balauda Takun,Madhya Pradesh,AJN,Ajnod,Madhya Pradesh,22,6.2
AJN,Ajnod,Madhya Pradesh,FTD,Fatehabad Chowk Junction,Madhya Pradesh,21,11.0
HMI,HIMMATANA,Punjab,MET,MALERKOTLA,Punjab,31,7.9
MET,MALERKOTLA,Punjab,KUP,KUP,Punjab,31,8.1
KUP,KUP,Punjab,RHW,ROHIRA GHALUGHRA,Punjab,31,4.2
RHW,ROHIRA GHALUGHRA,Punjab,AHH,AHMADGARH,Punjab,31,5.3
AHH,AHMADGARH,Punjab,QRP,KILA RAIPUR,Punjab,31,8.4
QRP,KILA RAIPUR,Punjab,GILL,GILL,Punjab,31,9.3
MNS,Manshahi,Bihar,MHI,Manihari,Bihar,3,15.1
TKO,TAKKOLAM,Tamil Nadu,AJJ,ARAKKONAM,,9,6.5
PBM,PAMBAN JN,Tamil Nadu,RMM,RAMESWARAM,Tamil Nadu,9,10.2
PBM,PAMBAN JN,Tamil Nadu,MMM,MANDAPAM,Tamil Nadu,18,6.2
MMM,MANDAPAM,Tamil Nadu,MC,MANDAPAM CAMP,Tamil Nadu,18,2.5
MC,MANDAPAM CAMP,Tamil Nadu,PPVL,PIRAPPANVALASAI,Tamil Nadu,18,10.2
PPVL,PIRAPPANVALASAI,Tamil Nadu,UCP,UCHIPPULI,Tamil Nadu,18,3.3
UCP,UCHIPPULI,Tamil Nadu,VTV,VALANTARAVAL,Tamil Nadu,18,11.8
VTV,VALANTARAVAL,Tamil Nadu,RMD,RAMANATHAPURAM,Tamil Nadu,18,8.6
RMD,RAMANATHAPURAM,Tamil Nadu,SQD,SATTIRAKKUDI,Tamil Nadu,18,15.2
SQD,SATTIRAKKUDI,Tamil Nadu,PMK,PARAMAKKUDI,Tamil Nadu,18,19.8
PMK,PARAMAKKUDI,Tamil Nadu,SUX,SUDIYUR,Tamil Nadu,18,13.9
SUX,SUDIYUR,Tamil Nadu,MNM,MANAMADURAI JN,Tamil Nadu,18,9.3
MNM,MANAMADURAI JN,Tamil Nadu,RAGM,RAJAGAMBIRAM,Tamil Nadu,10,6.9
MNM,MANAMADURAI JN,Tamil Nadu,MNME,Manamadurai East,Tamil Nadu,9,1.8
RAGM,RAJAGAMBIRAM,Tamil Nadu,TPC,TIRUPPACHETTI,Tamil Nadu,10,8.9
TPC,TIRUPPACHETTI,Tamil Nadu,TVN,TIRUPPUVANAM,Tamil Nadu,10,10.8
TVN,TIRUPPUVANAM,Tamil Nadu,ILA,SILSIMAN,Tamil Nadu,10,8.2
ILA,SILSIMAN,Tamil Nadu,MES,MADURAI EAST,Tamil Nadu,10,8.6
WDJ,Wanderjatana,Punjab,BRW,Bariwala,Punjab,2,8.6
BRW,Bariwala,Punjab,JBW,Jhabelwali,Punjab,2,6.0
JBW,Jhabelwali,Punjab,CWN,Charawan,Punjab,2,2.5
CWN,Charawan,Punjab,MKS,Muktsar,Punjab,2,6.6
MKS,Muktsar,Punjab,BDBG,Badhai Balamgarh Halt,Punjab,2,5.6
BDBG,Badhai Balamgarh Halt,Punjab,BSGR,Bhagsar,Punjab,4,5.6
BSGR,Bhagsar,Punjab,LKW,Lakhewali,Punjab,2,5.8
LKW,Lakhewali,Punjab,RRW,Roranwala,Punjab,2,8.2
RRW,Roranwala,Punjab,CKA,Chak Pakhhewala,Punjab,2,5.8
CKA,Chak Pakhhewala,Punjab,CKLA,Chak Banwala,Punjab,2,6.2
CKLA,Chak Banwala,Punjab,FKA,Fazilka,Punjab,1,10.5
NYT,NAYATOLA,,DNQ,DANDKHORA,,65,4.2
DNQ,DANDKHORA,,GRR,GORPHAR,,65,3.3
GRR,GORPHAR,,SI,SONALLI,,8,5.1
GRR,GORPHAR,,MENP,MEENAPUR,,29,13.5
GRR,GORPHAR,,LAV,LABHA,,28,17.8
SI,SONALLI,,JAU,JHAUA,,8,5.8
SI,SONALLI,,SRI,SALMARI,,2,12.1
JAU,JHAUA,,MENP,MEENAPUR,,8,2.8
MENP,MEENAPUR,,SRI,SALMARI,,59,3.5
KYH,Khairah,Bihar,PEE,Paterhi,Bihar,8,8.3
PEE,Paterhi,Bihar,MEW,Marhaura,Bihar,8,6.8
MEW,Marhaura,Bihar,SMKR,Sham Kauria,Bihar,8,7.6
SMKR,Sham Kauria,Bihar,MHC,Masrakh,Bihar,8,7.8
MHC,Masrakh,Bihar,RPV,Rajapatti,Bihar,8,8.7
RPV,Rajapatti,Bihar,DWDI,Dighwa Dubauli,Bihar,8,11.4
DWDI,Dighwa Dubauli,Bihar,SQW,Sidhwalia,Bihar,8,10.8
SQW,Sidhwalia,Bihar,MJV,Manjhagarh,Bihar,8,18.7
MJV,Manjhagarh,Bihar,GOPG,Gopalganj,Bihar,8,8.0
GOPG,Gopalganj,Bihar,THE,Thawe Junction,Bihar,4,4.4
CRW,Charaud,Haryana,SWNI,Siwani,Rajasthan,6,11.3
SWNI,Siwani,Rajasthan,JUP,Jhunpa,Rajasthan,6,17.3
JUP,Jhunpa,Rajasthan,SURP,Suratpura,Rajasthan,6,17.0
SURP,Suratpura,Rajasthan,SDLP,Sadulpur Junction,Rajasthan,12,3.9
SURP,Suratpura,Rajasthan,SDMK,Sidmukh,Rajasthan,10,28.2
SURP,Suratpura,Rajasthan,PRSR,Paharsar,Rajasthan,1,11.4
SDLP,Sadulpur Junction,Rajasthan,DKWA,Dokwa,Rajasthan,10,8.4
SDLP,Sadulpur Junction,Rajasthan,HR,Harpalu,Rajasthan,13,12.3
DKWA,Dokwa,Rajasthan,HYL,Hadyal,Rajasthan,10,8.2
HYL,Hadyal,Rajasthan,DKX,Dudhwakhara,Rajasthan,10,12.3
DKX,Dudhwakhara,Rajasthan,ASLU,Aslu,Rajasthan,8,13.3
DKX,Dudhwakhara,Rajasthan,SRSL,Sirsala,Rajasthan,2,5.0
ASLU,Aslu,Rajasthan,CUR,Churu,Rajasthan,10,13.9
ASLU,Aslu,Rajasthan,SRSL,Sirsala,Rajasthan,2,8.3
CUR,Churu,Rajasthan,DEP,Depalsar,Rajasthan,10,7.3
CUR,Churu,Rajasthan,BUB,Bissau,Rajasthan,5,10.7
DEP,Depalsar,Rajasthan,JOH,Juharpura,Rajasthan,10,8.3
JOH,Juharpura,Rajasthan,SMNN,Shri Makri Nath Nagar,Rajasthan,3,3.1
JOH,Juharpura,Rajasthan,MIO,Molisar,Rajasthan,7,13.1
SMNN,Shri Makri Nath Nagar,Rajasthan,MIO,Molisar,Rajasthan,3,10.0
MIO,Molisar,Rajasthan,RTGH,Ratangarh Junction,Rajasthan,10,13.4
RTGH,Ratangarh Junction,Rajasthan,PIH,Parhihara,Rajasthan,1,16.8
RTGH,Ratangarh Junction,Rajasthan,RJR,Rajaldesar,Rajasthan,4,14.8
RTGH,Ratangarh Junction,Rajasthan,RXW,Ratangarh West,Rajasthan,3,1.5
RTGH,Ratangarh Junction,Rajasthan,SUJH,Sujangarh,Rajasthan,3,42.8
RTGH,Ratangarh Junction,Rajasthan,LOHA,Loha,Rajasthan,2,6.6
PIH,Parhihara,Rajasthan,TLC,Talchhapar,Rajasthan,3,13.4
PIH,Parhihara,Rajasthan,LOHA,Loha,Rajasthan,2,10.7
TLC,Talchhapar,Rajasthan,SUJH,Sujangarh,Rajasthan,3,13.1
SUJH,Sujangarh,Rajasthan,LAU,Ladnun,Rajasthan,4,9.3
SUJH,Sujangarh,Rajasthan,JSH,Jaswantgarh,Rajasthan,2,4.8
LAU,Ladnun,Rajasthan,DIA,Didwana,Rajasthan,4,30.3
LAU,Ladnun,Rajasthan,BLSD,Balsamand,Rajasthan,2,9.6
LAU,Ladnun,Rajasthan,JSH,Jaswantgarh,Rajasthan,2,4.8
DIA,Didwana,Rajasthan,KKNA,Khunkhuna,Rajasthan,4,15.6
DIA,Didwana,Rajasthan,MBSK,Marwar Balia,Rajasthan,2,5.5
DIA,Didwana,Rajasthan,SVO,Sanvrad,Rajasthan,2,13.4
KKNA,Khunkhuna,Rajasthan,CTKT,Choti Khatu,Rajasthan,1,19.1
KKNA,Khunkhuna,Rajasthan,KHTU,Khatu,Rajasthan,3,24.0
KKNA,Khunkhuna,Rajasthan,PW,Pirwa,Rajasthan,2,5.3
KKNA,Khunkhuna,Rajasthan,MBSK,Marwar Balia,Rajasthan,2,10.3
CTKT,Choti Khatu,Rajasthan,KHTU,Khatu,Rajasthan,3,5.1
CTKT,Choti Khatu,Rajasthan,PW,Pirwa,Rajasthan,2,14.0
KHTU,Khatu,Rajasthan,KRC,Kiroda,Rajasthan,3,14.0
SIRA,Sirhi Itara,Uttar Pradesh,KTRR,Kathara Road,Uttar Pradesh,12,6.5
KTRR,Kathara Road,Uttar Pradesh,PTRE,Patara,Uttar Pradesh,12,9.0
PTRE,Patara,Uttar Pradesh,GTM,Ghatampur,Uttar Pradesh,12,9.4
GTM,Ghatampur,Uttar Pradesh,HAR,Hamirpur Road,Uttar Pradesh,12,15.1
HAR,Hamirpur Road,Uttar Pradesh,DPSR,Dapsaura,Uttar Pradesh,12,3.9
DPSR,Dapsaura,Uttar Pradesh,JSB,Yamuna South Bank,Uttar Pradesh,12,9.3
JSB,Yamuna South Bank,Uttar Pradesh,BSZ,Bharwa Sumerpur,Uttar Pradesh,12,10.4
BSZ,Bharwa Sumerpur,Uttar Pradesh,IGTA,Ingohta,Uttar Pradesh,12,8.5
IGTA,Ingohta,Uttar Pradesh,RGU,Ragaul,Uttar Pradesh,12,7.9
RGU,Ragaul,Uttar Pradesh,AKW,Akora,Uttar Pradesh,12,8.2
AKW,Akora,Uttar Pradesh,ICL,Ichauli,Uttar Pradesh,12,11.0
ICL,Ichauli,Uttar Pradesh,BNDA,BANDA JN,Uttar Pradesh,12,16.5
BNDA,BANDA JN,Uttar Pradesh,KID,KHAIRAR JN,Uttar Pradesh,25,10.5
BNDA,BANDA JN,Uttar Pradesh,DWI,DINGWAHI,Uttar Pradesh,27,10.3
KID,KHAIRAR JN,Uttar Pradesh,MTH,MATAUNDH,Uttar Pradesh,24,9.5
DWI,DINGWAHI,Uttar Pradesh,KHU,KHURHAND,Uttar Pradesh,28,10.8
KHU,KHURHAND,Uttar Pradesh,ATE,ATARRA,Uttar Pradesh,28,10.7
ATE,ATARRA,Uttar Pradesh,BUS,BADAUSA,Uttar Pradesh,28,8.9
BUS,BADAUSA,Uttar Pradesh,BTKP,BHARAT KUP,Uttar Pradesh,28,12.2
BTKP,BHARAT KUP,Uttar Pradesh,SWC,SHIVRAMPUR,Uttar Pradesh,28,6.0
SWC,SHIVRAMPUR,Uttar Pradesh,CKTD,CHITRAKUTDHAM KARWI,Uttar Pradesh,27,9.7
CKTD,CHITRAKUTDHAM KARWI,Uttar Pradesh,KHOH,KHOH,Uttar Pradesh,26,5.8
KHOH,KHOH,Uttar Pradesh,BIP,BAHILPURWA,Uttar Pradesh,26,8.3
RCP,Ramachandrapur,Uttar Pradesh,LMN,Lachhmanpur,Uttar Pradesh,23,6.1
LMN,Lachhmanpur,Uttar Pradesh,DYP,Daryapur,Uttar Pradesh,23,14.7
DYP,Daryapur,Uttar Pradesh,UBN,Ubarni,Uttar Pradesh,6,11.1
MCV,MACHARYA,Uttar Pradesh,FRD,FARHEDI,Uttar Pradesh,28,6.8
FRD,FARHEDI,Uttar Pradesh,KD,KUNDARKHI,Uttar Pradesh,28,3.5
KD,KUNDARKHI,Uttar Pradesh,RJK,RAJA KA SAHASPUR,Uttar Pradesh,28,6.1
RJK,RAJA KA SAHASPUR,Uttar Pradesh,JRJ,JARGAON,Uttar Pradesh,25,7.4
RJK,RAJA KA SAHASPUR,Uttar Pradesh,HZN,Hazrat Nagar Halt,Uttar Pradesh,1,11.2
RJK,RAJA KA SAHASPUR,Uttar Pradesh,CH,CHANDAUSI JN,Uttar Pradesh,1,18.6
RJK,RAJA KA SAHASPUR,Uttar Pradesh,SPB,Sonekpur Halt,Uttar Pradesh,1,8.5
JRJ,JARGAON,Uttar Pradesh,GTF,GUMTHAL,Uttar Pradesh,22,8.6
JRJ,JARGAON,Uttar Pradesh,KZS,KUAKHERA HALT,Uttar Pradesh,3,1.6
GTF,GUMTHAL,Uttar Pradesh,CH,CHANDAUSI JN,Uttar Pradesh,24,3.6
GTF,GUMTHAL,Uttar Pradesh,KZS,KUAKHERA HALT,Uttar Pradesh,3,7.0
CH,CHANDAUSI JN,Uttar Pradesh,SSKA,SISARKA,Uttar Pradesh,25,7.1
CH,CHANDAUSI JN,Uttar Pradesh,MJHL,MAJADA HALT,Uttar Pradesh,5,3.6
CH,CHANDAUSI JN,Uttar Pradesh,BJ,BAHJOI,Uttar Pradesh,8,15.9
CH,CHANDAUSI JN,Uttar Pradesh,AFR,ASAFPUR,Uttar Pradesh,1,13.6
CH,CHANDAUSI JN,Uttar Pradesh,DN,DHANARI,Uttar Pradesh,1,30.2
SSKA,SISARKA,Uttar Pradesh,AFR,ASAFPUR,Uttar Pradesh,25,6.5
AFR,ASAFPUR,Uttar Pradesh,PRKE,PURUA KHERA,Uttar Pradesh,5,4.7
AFR,ASAFPUR,Uttar Pradesh,DUB,DABTARA,Uttar Pradesh,21,9.3
PRKE,PURUA KHERA,Uttar Pradesh,DUB,DABTARA,Uttar Pradesh,5,4.7
DUB,DABTARA,Uttar Pradesh,KEG,KARENGI,Uttar Pradesh,11,5.5
DUB,DABTARA,Uttar Pradesh,AO,AONLA,Uttar Pradesh,15,19.2
KEG,KARENGI,Uttar Pradesh,RBK,REOTI BAHORA KHERA,Uttar Pradesh,8,7.2
KEG,KARENGI,Uttar Pradesh,AO,AONLA,Uttar Pradesh,3,13.7
RBK,REOTI BAHORA KHERA,Uttar Pradesh,AO,AONLA,Uttar Pradesh,8,6.6
AO,AONLA,Uttar Pradesh,NSU,NISUI,Uttar Pradesh,25,6.6
AO,AONLA,Uttar Pradesh,BTG,BASHARATGANJ,Uttar Pradesh,1,11.4
NSU,NISUI,Uttar Pradesh,BTG,BASHARATGANJ,Uttar Pradesh,25,4.8
BDMA,Budhma,Bihar,MRIJ,Murliganj,Bihar,2,14.4
MRIJ,Murliganj,Bihar,RPLY,Rupauli,Bihar,5,5.8
RPLY,Rupauli,Bihar,JNKR,Janakinagar,Bihar,8,5.9
JNKR,Janakinagar,Bihar,HPI,Harapatti,Bihar,8,2.4
HPI,Harapatti,Bihar,BNKI,Banmankhi Junction,Bihar,6,10.1
MNME,Manamadurai East,Tamil Nadu,MEKM,Melakkonnakkulam,Tamil Nadu,9,3.3
MNME,Manamadurai East,Tamil Nadu,SVGA,Sivaganga,Tamil Nadu,1,17.9
MEKM,Melakkonnakkulam,Tamil Nadu,SVGA,Sivaganga,Tamil Nadu,9,14.7
SVGA,Sivaganga,Tamil Nadu,NTS,Nattrasankottai,Tamil Nadu,10,5.6
NTS,Nattrasankottai,Tamil Nadu,PNGI,Panangudi,Tamil Nadu,10,9.0
PNGI,Panangudi,Tamil Nadu,KAL,Kallai,Tamil Nadu,10,8.9
KAL,Kallai,Tamil Nadu,DKO,Devakottai Road,Tamil Nadu,10,12.1
KTYR,Kottaiyur,Tamil Nadu,CTND,Chettinad,Tamil Nadu,10,5.5
CTND,Chettinad,Tamil Nadu,TYM,Tirumayam,Tamil Nadu,10,9.7
TYM,Tirumayam,Tamil Nadu,NMN,Namanasamudram,Tamil Nadu,10,9.3
NMN,Namanasamudram,Tamil Nadu,PDKT,Pudukkottai,Tamil Nadu,10,5.7
PDKT,Pudukkottai,Tamil Nadu,VEL,Vellanur,Tamil Nadu,10,10.5
VEL,Vellanur,Tamil Nadu,NTM,Narthamalai,Tamil Nadu,10,4.5
NTM,Narthamalai,Tamil Nadu,KUTR,Kulathur,Tamil Nadu,10,7.3
KUTR,Kulathur,Tamil Nadu,KRUR,Keeranur,Tamil Nadu,10,0.7
KRUR,Keeranur,Tamil Nadu,TNLR,Thondaimanallur,Tamil Nadu,10,6.9
TNLR,Thondaimanallur,Tamil Nadu,KRMG,Kumaramangalam,Tamil Nadu,10,8.5
MHA,MARAHRA,,AUL,AGSAULI,,16,11.8
AUL,AGSAULI,,SKA,SIKANDRA RAO,,16,6.1
SKA,SIKANDRA RAO,,RKN,RATI KA NAGLA,,16,14.8
RKN,RATI KA NAGLA,,HTJ,HATHRAS ROAD,,16,10.8
HTJ,HATHRAS ROAD,,MEU,MENDU,,16,3.8
MEU,MENDU,,HTC,HATHRAS CITY,,16,4.7
HTC,HATHRAS CITY,,MSN,MURSAN,,16,12.0
MSN,MURSAN,,SYZ,SONAI,,16,4.8
SYZ,SONAI,,RAYA,RAYA,,16,10.1
RAYA,RAYA,,MRT,MATHURA CANT,,16,12.1
AH,ACHHNERA JN,,RAI,RAIBHA,,34,4.5
AH,ACHHNERA JN,,CIK,CHIKSANA,,33,9.5
RAI,RAIBHA,,BCP,BICHPURI,,34,11.0
RNIR,Rajnarainpur,Uttar Pradesh,BIK,BHIRA KHERI,Uttar Pradesh,11,7.0
BIK,BHIRA KHERI,Uttar Pradesh,PLK,PALIA KALAN,Uttar Pradesh,13,13.9
PLK,PALIA KALAN,Uttar Pradesh,DDW,DUDWA,Uttar Pradesh,11,12.6
DDW,DUDWA,Uttar Pradesh,SOI,Sonaripur,Uttar Pradesh,9,6.6
DDW,DUDWA,Uttar Pradesh,BXM,BELRAYAN,Uttar Pradesh,2,27.8
SOI,Sonaripur,Uttar Pradesh,BXM,BELRAYAN,Uttar Pradesh,9,21.2
BXM,BELRAYAN,Uttar Pradesh,TQN,TIKUNIA,Uttar Pradesh,10,6.5
TQN,TIKUNIA,Uttar Pradesh,KYBR,Khairatiya Bandh Road,Uttar Pradesh,6,15.4
TQN,TIKUNIA,Uttar Pradesh,MIN,Mihinpurwa,Uttar Pradesh,2,55.6
TQN,TIKUNIA,Uttar Pradesh,MJPB,Manjhra Purab,Uttar Pradesh,1,19.6
KYBR,Khairatiya Bandh Road,Uttar Pradesh,MJPB,Manjhra Purab,Uttar Pradesh,6,8.3
MJPB,Manjhra Purab,Uttar Pradesh,BIC,Bichia,Uttar Pradesh,7,17.0
BIC,Bichia,Uttar Pradesh,NSA,Nishangara,Uttar Pradesh,7,8.7
NSA,Nishangara,Uttar Pradesh,MUH,Murthiha,Uttar Pradesh,7,11.2
MUH,Murthiha,Uttar Pradesh,KARH,Kakraha Rest House,Uttar Pradesh,7,5.5
KARH,Kakraha Rest House,Uttar Pradesh,MIN,Mihinpurwa,Uttar Pradesh,7,4.8
MIN,Mihinpurwa,Uttar Pradesh,RBJ,Raibojha,Uttar Pradesh,7,10.6
MIN,Mihinpurwa,Uttar Pradesh,NNP,Nanpara Junction,Uttar Pradesh,2,22.5
RBJ,Raibojha,Uttar Pradesh,NNP,Nanpara Junction,Uttar Pradesh,7,13.0
NNP,Nanpara Junction,Uttar Pradesh,MT,Matera,Uttar Pradesh,17,9.3
NNP,Nanpara Junction,Uttar Pradesh,BBJ,Babaganj,Uttar Pradesh,8,12.8
MT,Matera,Uttar Pradesh,RS,Risia,Uttar Pradesh,17,11.9
RS,Risia,Uttar Pradesh,BRK,Bahraich,Uttar Pradesh,17,11.9
BRK,Bahraich,Uttar Pradesh,CLW,Chilwariya,Uttar Pradesh,17,13.8
CLW,Chilwariya,Uttar Pradesh,YEAM,Yogendra Dham Halt,Uttar Pradesh,17,4.7
YEAM,Yogendra Dham Halt,Uttar Pradesh,PDR,Payagpur,Uttar Pradesh,17,7.1
PDR,Payagpur,Uttar Pradesh,BEU,Bisheshwarganj,Uttar Pradesh,13,9.3
PDR,Payagpur,Uttar Pradesh,BGAN,Bangain,Uttar Pradesh,2,22.7
BEU,Bisheshwarganj,Uttar Pradesh,BGAN,Bangain,Uttar Pradesh,13,13.4
BGAN,Bangain,Uttar Pradesh,GADM,Ganga Dham,Uttar Pradesh,12,4.1
BYP,Baijnathpur,Bihar,DMH,Dauram Madhepura,Bihar,3,12.9
BYP,Baijnathpur,Bihar,KKNH,Karukhirharnagar Halt,,1,3.9
BYP,Baijnathpur,Bihar,MEE,Methai,,1,7.1
HTE,HATIA,,GBX,GOVINDPUR ROAD,,3,38.8
HTE,HATIA,,PKF,POKLA,,2,59.0
HTE,HATIA,,BLRG,BALASIRING,,1,5.5
MYX,METYAL SOHAR,West Bengal,IBL,INDRABIL,West Bengal,48,5.3
IBL,INDRABIL,West Bengal,SRJM,SIRJAM,West Bengal,48,7.1
SRJM,SIRJAM,West Bengal,JPH,JHANTIPAHARI,West Bengal,48,9.0
JPH,JHANTIPAHARI,West Bengal,CJN,CHHATNA,West Bengal,48,9.0
CJN,CHHATNA,West Bengal,ANCR,ANCHURI,West Bengal,48,3.0
ANCR,ANCHURI,West Bengal,BQA,BANKURA,West Bengal,48,10.6
BQA,BANKURA,West Bengal,BXL,BHEDUASOL,West Bengal,47,7.0
BQA,BANKURA,West Bengal,ODM,ONDAGRAM,West Bengal,2,15.6
BXL,BHEDUASOL,West Bengal,ODM,ONDAGRAM,West Bengal,48,8.6
ODM,ONDAGRAM,West Bengal,RSG,RAMSAGAR,West Bengal,50,8.9
RSG,RAMSAGAR,West Bengal,VSU,BISHNUPUR,West Bengal,50,5.2
VSU,BISHNUPUR,West Bengal,PBA,PIARDOBA,West Bengal,50,12.3
PBA,PIARDOBA,West Bengal,BGO,BOGRI ROAD,West Bengal,50,8.4
BGO,BOGRI ROAD,West Bengal,GBA,GARHBETA,West Bengal,49,4.2
GBA,GARHBETA,West Bengal,CDGR,CHANDRAKONA RD,West Bengal,48,11.9
CDGR,CHANDRAKONA RD,West Bengal,SLB,SALBONI,West Bengal,48,11.1
SLB,SALBONI,West Bengal,GSL,GODAPIASAL,West Bengal,48,12.3
GSL,GODAPIASAL,West Bengal,BUTA,BHADUTALA,West Bengal,48,5.0
BUTA,BHADUTALA,West Bengal,MDN,MIDNAPORE,West Bengal,48,6.9
MDN,MIDNAPORE,West Bengal,GKL,GOKULPUR,West Bengal,48,5.6
GKL,GOKULPUR,West Bengal,GMDN,GIRIMAIDAN,West Bengal,44,4.1
SDMK,Sidmukh,Rajasthan,AUS,Anupshahr,Rajasthan,11,9.8
SDMK,Sidmukh,Rajasthan,PRSR,Paharsar,Rajasthan,1,18.5
AUS,Anupshahr,Rajasthan,TSD,Tahsil Bhadra,Rajasthan,11,17.7
TSD,Tahsil Bhadra,Rajasthan,GAMI,Gogameri,Rajasthan,11,13.9
GAMI,Gogameri,Rajasthan,DPLN,Diplana,Rajasthan,11,15.2
DPLN,Diplana,Rajasthan,NHR,Nohar,Rajasthan,11,10.5
NHR,Nohar,Rajasthan,KNNA,Khinaniyan,Haryana,9,17.9
NHR,Nohar,Rajasthan,BKKA,Bhukarka,Rajasthan,2,5.5
KNNA,Khinaniyan,Haryana,ENB,Ellenabad,Rajasthan,11,12.4
KNNA,Khinaniyan,Haryana,BKKA,Bhukarka,Rajasthan,2,12.4
ENB,Ellenabad,Rajasthan,SRKN,Sherekan,Rajasthan,9,24.9
ENB,Ellenabad,Rajasthan,TIBI,Tibi,Rajasthan,2,18.7
SRKN,Sherekan,Rajasthan,HMO,Hanumangarh Town,Rajasthan,11,10.3
SRKN,Sherekan,Rajasthan,SJSM,Salemgarhmasani,Rajasthan,2,2.7
HMO,Hanumangarh Town,Rajasthan,HMH,HANUMANGARH JN,Rajasthan,11,5.6
HMH,HANUMANGARH JN,Rajasthan,DPK,Dholipal,Rajasthan,9,16.8
HMH,HANUMANGARH JN,Rajasthan,JRKN,Jorkian,Rajasthan,2,25.3
HMH,HANUMANGARH JN,Rajasthan,DBI,DABLI RATHAN,Rajasthan,18,13.1
HMH,HANUMANGARH JN,Rajasthan,NAWN,NAWAN,Rajasthan,17,6.9
DPK,Dholipal,Rajasthan,SDS,Sadulshahr,Rajasthan,9,17.5
DPK,Dholipal,Rajasthan,BUGL,Buglanwali,Rajasthan,2,3.6
DPK,Dholipal,Rajasthan,HLW,Hirnawali,Rajasthan,2,6.0
SDS,Sadulshahr,Rajasthan,FSW,Fateh Singhwala,Rajasthan,2,13.9
SDS,Sadulshahr,Rajasthan,BDSW,Budhsinghwala,Rajasthan,2,9.2
SDS,Sadulshahr,Rajasthan,SGNR,SHRI GANGANAGAR,Rajasthan,4,29.2
BRM,BARABAMBO,,CKP,CHAKRADHARPUR,,51,10.7
CKP,CHAKRADHARPUR,,LPH,LOTAPAHAR,,49,9.3
ANJ,Anjangaon,Maharashtra,ELP,Achalpur,Maharashtra,1,24.3
RCJ,RANYAL JASMIYA,Madhya Pradesh,AJKI,AJITKHERI,Madhya Pradesh,16,13.8
PDPK,PADMAPUKAR,West Bengal,SHM,KOLKATA SHALIMAR,West Bengal,11,1.7
KTGA,KEUTGUDA,,SKPI,SIKARPAI,,9,11.0
SKPI,SIKARPAI,,BLMK,BHALUMASKA,,9,7.6
BLMK,BHALUMASKA,,LLGM,LELIGUMA,,9,9.4
LLGM,LELIGUMA,,RUL,RAULI,,9,9.3
RUL,RAULI,,TKRI,TIKIRI,,9,9.2
TKRI,TIKIRI,,SGRM,SINGARAM,,9,7.4
SGRM,SINGARAM,,LKMR,LAXMIPUR ROAD,,9,11.9
LKMR,LAXMIPUR ROAD,,KKGM,KAKIRIGUMMA,,9,13.6
KKGM,KAKIRIGUMMA,,BGUA,BAIGUDA,,9,11.6
BGUA,BAIGUDA,,DMNJ,DAMANJODI,,9,12.4
DMNJ,DAMANJODI,,DMRT,DUMURIPUT,,9,6.7
DMRT,DUMURIPUT,,KRPU,KORAPUT,,6,9.0
STRK,SITAPUR KUTCHERY HALT,,SCC,SITAPUR CANT,,3,1.3
CKVD,Chikkandawadi,Karnataka,AMC,Amritapura,Karnataka,6,4.6
AMC,Amritapura,Karnataka,BTGH,Bettadnagenhali,Karnataka,8,4.1
BTGH,Bettadnagenhali,Karnataka,HLV,Haliyuru,Karnataka,8,9.9
HLV,Haliyuru,Karnataka,CTA,Chitradurg,Karnataka,6,5.4
BDME,Baidyanathdham Deoghar,Jharkhand,SSNR,Satsang Nagar Halt,Jharkhand,10,1.1
VDKS,Vadanam Kurussi Halt,Kerala,VPZ,Vailapuzha,Kerala,14,6.0
VPZ,Vailapuzha,Kerala,KZC,Kulukkalur,Kerala,14,3.2
KZC,Kulukkalur,Kerala,CQA,Cherukara,Kerala,14,6.9
CQA,Cherukara,Kerala,AAM,Angadippuram,Kerala,14,6.0
AAM,Angadippuram,Kerala,PKQ,Pattikkad,Kerala,14,5.3
PKQ,Pattikkad,Kerala,MLTR,Melattur,Kerala,14,6.7
MLTR,Melattur,Kerala,TUV,Tuvvur,Kerala,14,6.2
TUV,Tuvvur,Kerala,TDPM,Todikkapulam Halt,,14,4.0
TDPM,Todikkapulam Halt,,VNB,Vaniyambalam,Kerala,14,4.0
VNB,Vaniyambalam,Kerala,NIL,Nilambur Road,Kerala,7,10.1
PRU,PARLU,Rajasthan,JNE,JANIYANA,Rajasthan,18,9.6
JNE,JANIYANA,Rajasthan,BLT,BALOTRA JN,Rajasthan,18,8.8
BLT,BALOTRA JN,Rajasthan,KHTX,KHED TEMPLE HALT,Rajasthan,18,15.3
KHTX,KHED TEMPLE HALT,Rajasthan,TWL,TILWARA,Rajasthan,18,3.2
TWL,TILWARA,Rajasthan,GOLE,GOLE,Rajasthan,18,7.8
GOLE,GOLE,Rajasthan,BMQ,BHIMARLAI,Rajasthan,18,11.8
BMQ,BHIMARLAI,Rajasthan,BUT,BAYTU,Rajasthan,18,11.3
BUT,BAYTU,Rajasthan,BSDA,BANIYA SANDA DHORA,Rajasthan,18,10.8
